H;10000;9999;1
E;0;20;1
E;0;61;1
E;0;129;1
E;0;344;4
E;0;723;8
E;0;915;0
E;0;1335;4
E;0;1758;0
E;0;1824;8
E;0;2253;0
E;0;2278;3
E;0;3292;2
E;0;3304;4
E;0;3666;7
E;0;4161;9
E;0;4525;6
E;0;4646;3
E;0;4856;6
E;0;5266;4
E;0;5554;3
E;0;5739;0
E;0;5834;7
E;0;6370;3
E;0;6686;22
E;0;7536;2
E;0;7669;13
E;0;8584;6
E;1;11;0
E;1;22;1
E;1;34;1
E;1;60;2
E;1;132;1
E;1;215;2
E;1;228;4
E;1;232;2
E;1;2164;1
E;1;2214;2
E;1;2719;4
E;1;3201;2
E;1;3449;1
E;1;4427;8
E;1;5075;6
E;1;5340;3
E;1;5892;4
E;1;6314;4
E;1;6445;2
E;1;6797;11
E;1;7688;4
E;2;13;0
E;2;64;1
E;2;70;1
E;2;276;1
E;2;292;5
E;2;620;0
E;2;674;1
E;2;1170;4
E;2;1435;1
E;2;1667;2
E;2;1678;9
E;2;1917;2
E;2;2015;4
E;2;2479;0
E;2;2734;12
E;2;3049;2
E;2;3219;9
E;2;3426;10
E;2;3659;12
E;2;3862;12
E;2;4385;0
E;2;4638;4
E;2;4937;2
E;2;4943;0
E;2;5335;6
E;2;5497;3
E;2;6014;13
E;2;6101;2
E;2;6578;6
E;2;6907;12
E;2;7397;2
E;2;7738;11
E;2;7850;15
E;2;7890;13
E;2;8989;15
E;2;9101;21
E;2;9171;8
E;2;9178;0
E;3;235;1
E;3;350;6
E;3;727;3
E;3;943;0
E;3;1012;0
E;3;1111;1
E;3;1169;2
E;3;1256;4
E;3;1545;5
E;3;1944;1
E;3;2731;6
E;3;3442;1
E;3;3530;4
E;3;4599;7
E;3;6244;6
E;3;6348;4
E;3;6525;22
E;3;6707;8
E;3;6995;3
E;3;7468;24
E;3;7813;5
E;3;8006;18
E;3;8049;1
E;3;8522;2
E;3;8829;5
E;3;9285;14
E;3;9378;2
E;3;9944;0
E;4;821;4
E;4;840;1
E;4;842;1
E;4;868;0
E;4;931;5
E;4;1582;4
E;4;1796;2
E;4;2833;0
E;4;2873;3
E;4;3231;0
E;4;3308;4
E;4;3462;4
E;4;3690;1
E;4;3882;9
E;4;3921;3
E;4;4029;5
E;4;4570;0
E;4;5257;2
E;4;6435;2
E;4;7185;15
E;4;8415;10
E;4;8484;2
E;4;9486;9
E;4;9503;5
E;4;9647;9
E;4;9769;6
E;5;211;2
E;5;286;1
E;5;312;0
E;5;358;3
E;5;462;0
E;5;974;1
E;5;1004;6
E;5;1097;3
E;5;1106;0
E;5;1772;0
E;5;2101;3
E;5;2240;1
E;5;4312;5
E;5;4466;8
E;5;4941;1
E;5;5157;6
E;5;5222;1
E;5;5377;3
E;5;7395;3
E;5;7501;4
E;5;7679;1
E;5;7911;2
E;5;8160;13
E;5;8385;0
E;5;8571;0
E;5;8602;3
E;5;8603;11
E;5;8869;3
E;5;8886;3
E;5;9474;5
E;6;15;2
E;6;334;1
E;6;595;3
E;6;879;1
E;6;1127;13
E;6;1261;2
E;6;1961;1
E;6;2247;0
E;6;3796;13
E;6;4031;2
E;6;4190;4
E;6;4829;3
E;6;5079;3
E;6;5374;8
E;6;5652;2
E;6;7329;5
E;6;8139;3
E;6;8482;4
E;6;8838;17
E;7;67;0
E;7;142;1
E;7;262;0
E;7;904;4
E;7;1247;5
E;7;1355;6
E;7;1832;17
E;7;2103;9
E;7;2225;0
E;7;2234;9
E;7;2618;7
E;7;2644;4
E;7;3111;5
E;7;3169;4
E;7;3257;5
E;7;3316;6
E;7;3576;16
E;7;4815;3
E;7;5153;5
E;7;5678;4
E;7;5843;12
E;7;7081;11
E;7;7988;3
E;7;8724;3
E;7;8867;6
E;7;8893;5
E;7;8898;1
E;7;8900;1
E;7;9119;2
E;7;9245;32
E;8;213;2
E;8;273;0
E;8;484;5
E;8;574;1
E;8;608;0
E;8;657;4
E;8;855;1
E;8;877;3
E;8;987;1
E;8;1011;1
E;8;1129;3
E;8;1405;2
E;8;1436;7
E;8;1583;3
E;8;2319;7
E;8;2627;0
E;8;2822;2
E;8;4420;3
E;8;5357;37
E;8;5406;8
E;8;6024;1
E;8;6049;9
E;8;6444;15
E;8;6645;7
E;8;6727;10
E;8;6887;7
E;8;7931;12
E;8;8100;1
E;8;8426;2
E;8;8428;6
E;8;8588;25
E;8;9429;9
E;9;22;0
E;9;45;3
E;9;54;2
E;9;163;4
E;9;291;8
E;9;306;5
E;9;1352;5
E;9;1723;0
E;9;1775;1
E;9;2060;16
E;9;2061;0
E;9;2532;2
E;9;2890;4
E;9;3140;1
E;9;4042;0
E;9;4207;5
E;9;4278;2
E;9;4344;4
E;9;4448;4
E;9;4946;0
E;9;4974;2
E;9;5317;2
E;9;5498;4
E;9;5558;6
E;9;5871;9
