H;1000;9945;1
E;0;1;62
E;0;2;77
E;0;3;38
E;0;4;33
E;0;5;5
E;0;6;27
E;0;7;36
E;0;8;26
E;0;9;46
E;0;10;2
E;0;11;82
E;0;13;36
E;0;14;69
E;0;15;3
E;0;16;25
E;0;18;29
E;0;21;11
E;0;23;85
E;0;24;78
E;0;25;23
E;0;26;90
E;0;33;93
E;0;35;74
E;0;37;44
E;0;41;89
E;0;42;75
E;0;45;34
E;0;46;42
E;0;47;8
E;0;50;19
E;0;52;60
E;0;57;10
E;0;60;14
E;0;65;91
E;0;67;55
E;0;71;6
E;0;74;78
E;0;75;15
E;0;78;58
E;0;79;13
E;0;80;46
E;0;83;72
E;0;97;98
E;0;100;53
E;0;102;23
E;0;104;27
E;0;107;73
E;0;112;79
E;0;119;49
E;0;122;74
E;0;128;67
E;0;136;65
E;0;139;99
E;0;142;57
E;0;152;59
E;0;156;1
E;0;157;87
E;0;165;7
E;0;170;38
E;0;171;43
E;0;173;51
E;0;181;51
E;0;186;76
E;0;193;65
E;0;197;34
E;0;202;67
E;0;203;34
E;0;220;26
E;0;221;24
E;0;237;2
E;0;255;71
E;0;257;73
E;0;259;35
E;0;263;71
E;0;268;31
E;0;272;74
E;0;280;81
E;0;291;70
E;0;296;29
E;0;301;19
E;0;308;74
E;0;321;37
E;0;343;33
E;0;370;95
E;0;374;81
E;0;382;93
E;0;410;58
E;0;423;47
E;0;450;49
E;0;456;0
E;0;457;20
E;0;467;25
E;0;506;40
E;0;507;59
E;0;534;53
E;0;544;25
E;0;547;91
E;0;561;37
E;0;583;9
E;0;591;4
E;0;604;24
E;0;618;33
E;0;626;83
E;0;648;39
E;0;660;18
E;0;710;44
E;0;728;79
E;0;730;44
E;0;740;23
E;0;768;42
E;0;770;88
E;0;804;56
E;0;807;9
E;0;813;1
E;0;814;40
E;0;815;34
E;0;817;28
E;0;869;8
E;0;873;92
E;0;885;2
E;0;905;9
E;0;922;2
E;0;932;5
E;0;939;17
E;0;971;90
E;0;996;11
E;1;2;72
E;1;3;54
E;1;4;39
E;1;5;8
E;1;6;13
E;1;7;91
E;1;8;99
E;1;9;44
E;1;10;85
E;1;11;46
E;1;12;55
E;1;13;51
E;1;14;36
E;1;15;1
E;1;16;54
E;1;17;57
E;1;18;82
E;1;19;66
E;1;21;8
E;1;24;51
E;1;25;98
E;1;28;61
E;1;30;3
E;1;33;82
E;1;42;53
E;1;46;78
E;1;50;34
E;1;51;56
E;1;53;24
E;1;54;48
E;1;56;62
E;1;57;74
E;1;59;51
E;1;65;81
E;1;67;98
E;1;71;32
E;1;74;79
E;1;85;28
E;1;87;82
E;1;91;27
E;1;96;49
E;1;97;68
E;1;109;71
E;1;110;43
E;1;121;85
E;1;124;82
E;1;134;21
E;1;137;91
E;1;142;10
E;1;149;83
E;1;150;97
E;1;153;96
E;1;162;72
E;1;165;69
E;1;166;67
E;1;169;89
E;1;172;36
E;1;175;38
E;1;176;65
E;1;195;71
E;1;212;76
E;1;218;28
E;1;223;13
E;1;244;22
E;1;249;11
E;1;252;47
E;1;272;72
E;1;280;0
E;1;288;1
E;1;299;78
E;1;300;39
E;1;313;66
E;1;319;68
E;1;326;31
E;1;357;94
E;1;386;63
E;1;406;42
E;1;409;96
E;1;420;91
E;1;421;80
E;1;423;19
E;1;440;54
E;1;451;4
E;1;452;59
E;1;490;24
E;1;495;5
E;1;500;6
E;1;517;69
E;1;525;17
E;1;537;20
E;1;539;36
E;1;554;85
E;1;564;95
E;1;572;69
E;1;596;86
E;1;602;69
E;1;606;41
E;1;619;42
E;1;623;13
E;1;630;15
E;1;632;12
E;1;643;97
E;1;652;11
E;1;653;26
E;1;666;8
E;1;692;87
E;1;697;81
E;1;701;50
E;1;718;41
E;1;725;58
E;1;752;76
E;1;756;29
E;1;759;84
E;1;761;88
E;1;824;84
E;1;837;21
E;1;848;0
E;1;850;12
E;1;851;2
E;1;884;78
E;1;904;14
E;1;917;55
E;1;936;87
E;1;953;62
E;1;973;46
E;1;987;46
E;2;3;54
E;2;4;14
E;2;5;5
E;2;6;48
E;2;7;55
E;2;8;47
E;2;9;28
E;2;10;37
E;2;11;76
E;2;12;39
E;2;13;95
E;2;14;88
E;2;17;57
E;2;19;87
E;2;23;41
E;2;29;97
E;2;39;95
E;2;45;6
E;2;46;4
E;2;52;22
E;2;55;54
E;2;56;45
E;2;60;37
E;2;64;54
E;2;66;11
E;2;70;43
E;2;77;22
E;2;79;85
E;2;84;23
E;2;85;60
E;2;88;22
E;2;93;91
E;2;98;48
E;2;101;84
E;2;103;29
E;2;110;39
E;2;125;73
E;2;127;45
E;2;133;9
E;2;138;59
E;2;142;5
E;2;146;89
E;2;155;2
E;2;157;88
E;2;164;11
E;2;168;42
E;2;174;29
E;2;182;89
E;2;198;63
E;2;212;62
E;2;213;35
E;2;216;0
E;2;219;97
E;2;225;39
E;2;231;32
E;2;252;59
E;2;254;39
E;2;258;48
E;2;263;87
E;2;272;11
E;2;274;71
E;2;279;3
E;2;281;21
E;2;295;96
E;2;300;19
E;2;301;67
E;2;307;82
E;2;330;82
E;2;339;87
E;2;347;49
E;2;348;19
E;2;356;56
E;2;358;38
E;2;359;65
E;2;371;88
E;2;373;78
E;2;376;71
E;2;383;21
E;2;387;5
E;2;402;48
E;2;421;73
E;2;460;50
E;2;467;25
E;2;475;21
E;2;483;43
E;2;511;30
E;2;515;54
E;2;525;30
E;2;534;38
E;2;539;91
E;2;550;80
E;2;560;13
E;2;565;36
E;2;578;6
E;2;582;27
E;2;589;57
E;2;592;31
E;2;635;30
E;2;649;98
E;2;654;67
E;2;656;35
E;2;659;52
E;2;702;42
E;2;706;38
E;2;715;96
E;2;740;70
E;2;741;58
E;2;751;80
E;2;755;49
E;2;758;56
E;2;816;55
E;2;825;46
E;2;831;40
E;2;841;55
E;2;864;32
E;2;897;8
E;2;900;6
E;2;924;61
E;2;934;14
E;2;990;23
E;3;4;22
E;3;5;74
E;3;6;95
E;3;7;86
E;3;8;4
E;3;9;79
E;3;10;8
E;3;11;30
E;3;12;62
E;3;14;3
E;3;15;28
E;3;16;64
E;3;18;39
E;3;20;13
E;3;22;56
E;3;25;48
E;3;26;92
E;3;28;7
E;3;36;45
E;3;37;54
E;3;38;50
E;3;40;53
E;3;52;27
E;3;60;42
E;3;63;92
E;3;67;32
E;3;70;87
E;3;73;8
E;3;75;28
E;3;77;54
E;3;79;34
E;3;82;11
E;3;85;66
E;3;89;9
E;3;92;35
E;3;94;29
E;3;96;17
E;3;102;10
E;3;109;39
E;3;110;15
E;3;119;61
E;3;120;23
E;3;126;42
E;3;132;97
E;3;134;58
E;3;139;51
E;3;146;68
E;3;155;26
E;3;161;51
E;3;163;22
E;3;198;43
E;3;209;91
E;3;212;37
E;3;218;73
E;3;220;67
E;3;235;91
E;3;254;96
E;3;255;13
E;3;257;7
E;3;260;83
E;3;269;40
E;3;271;0
E;3;285;41
